Label,area0,area1,area2,area3,area4
Parasitized,5.5,11193.5,0,0,0
Parasitized,275.5,12388,0,0,0
Parasitized,180,171,15608,0,0
Parasitized,250.5,97.5,14114,0,0
Parasitized,70,121,169,15796,0
Parasitized,100.5,161,113.5,75.5,15995.5
Parasitized,25.5,225,12222.5,0,0
Parasitized,93.5,12017,0,0,0
Parasitized,0.5,14000.5,0,0,0
Parasitized,145,52,14038,0,0
Parasitized,320.5,215.5,12230.5,0,0
Parasitized,192.5,14690,0,0,0
Parasitized,437,13927.5,0,0,0
Parasitized,19.5,19,11938.5,0,0
Parasitized,256.5,15040.5,0,0,0
Parasitized,176.5,18299.5,0,0,0
Parasitized,223.5,179,15,14153,0
Parasitized,25.5,50.5,1.5,11633,0
Parasitized,261.5,12,15983.5,0,0
Parasitized,5.5,10757,0,0,0
Parasitized,10,21.5,14937.5,0,0
Parasitized,11330.5,0,0,0,0
Parasitized,57.5,34.5,47.5,9011,0
Parasitized,281.5,54.5,13623.5,0,0
Parasitized,426.5,13149.5,0,0,0
Parasitized,2,211.5,14367,0,0
Parasitized,169,15542,0,0,0
Parasitized,12152,0,0,0,0
Parasitized,15264,0,0,0,0
Parasitized,18.5,287.5,13133.5,0,0
Parasitized,11443,0,0,0,0
Parasitized,266,17936.5,0,0,0
Parasitized,64,10757.5,0,0,0
Parasitized,184.5,12.5,172.5,151,268
Parasitized,107,22,13068.5,0,0
Parasitized,164,248.5,75.5,12439,0
Parasitized,299,13249.5,0,0,0
Parasitized,179,203.5,20.5,16116.5,0
Parasitized,21,296.5,207,15246,0
Parasitized,197.5,8812,0,0,0
Parasitized,127,61.5,9501.5,0,0
Parasitized,73.5,105.5,10128,0,0
Parasitized,98.5,13497.5,0,0,0
Parasitized,7,2591.5,13.5,19.5,26
Parasitized,538,5486.5,0,0,0
Parasitized,122,12586.5,0,0,0
Parasitized,204.5,10900,0,0,0
Parasitized,137.5,9994.5,0,0,0
Parasitized,26.5,63,239,8766.5,0
Parasitized,35.5,149.5,10850,0,0
Parasitized,162,11211.5,0,0,0
Parasitized,10,134,9707.5,26.5,0
Parasitized,98,11706,0,0,0
Parasitized,184.5,11698,0,0,0
Parasitized,311.5,12973,0,0,0
Parasitized,168,14673,0,0,0
Parasitized,475,143,4550.5,0,0
Parasitized,174,27.5,167,71.5,130.5
Parasitized,2665,12034.5,0,0,0
Parasitized,172,13680,0,0,0
Parasitized,139.5,16079.5,0,0,0
Parasitized,90,64,28.5,293,25
Parasitized,112,308,12190.5,0,0
Parasitized,100,11814,0,0,0
Parasitized,246,11804,0,0,0
Parasitized,21,270,11808,0,0
Parasitized,205.5,15,12711,0,0
Parasitized,187,11700,0,0,0
Parasitized,13862,0,0,0,0
Parasitized,12782.5,0,0,0,0
Parasitized,135.5,15449,0,0,0
Parasitized,129,13203,0,0,0
Parasitized,27.5,5.5,0,45.5,43.5
Parasitized,292.5,56,350.5,44.5,12466.5
Parasitized,199.5,15248.5,0,0,0
Parasitized,206.5,11989.5,0,0,0
Parasitized,163.5,12451,0,0,0
Parasitized,165.5,109,13252.5,0,0
Parasitized,58.5,13941.5,0,0,0
Parasitized,24.5,145.5,12366.5,0,0
Parasitized,343.5,10022,0,0,0
Parasitized,210.5,15799,0,0,0
Parasitized,180,11340,0,0,0
Parasitized,140.5,15837,0,0,0
Parasitized,77.5,12947.5,0,0,0
Parasitized,77,88,14880.5,0,0
Parasitized,157.5,11513,0,0,0
Parasitized,158,11843,0,0,0
Parasitized,170.5,12740,0,0,0
Parasitized,169.5,24.5,10020.5,0,0
Parasitized,182.5,13152,0,0,0
Parasitized,201,132,14.5,4,11
Parasitized,195,117.5,81,13190.5,0
Parasitized,190,16.5,162,222.5,8383
Parasitized,212,14788,0,0,0
Parasitized,20,173.5,10146,0,0
Parasitized,36,245.5,51.5,210.5,13756
Parasitized,223.5,276.5,13462.5,0,0
Parasitized,2,180,12651.5,0,0
Parasitized,214,11872.5,0,0,0
Parasitized,241,12947.5,0,0,0
Parasitized,5.5,11,82,51,7167
Parasitized,206,12073,0,0,0
Parasitized,74,10101.5,0,0,0
Parasitized,211.5,10871,0,0,0
Parasitized,215.5,10318.5,0,0,0
Parasitized,132,13842.5,0,0,0
Parasitized,172.5,12063.5,0,0,0
Parasitized,164.5,11556.5,0,0,0
Parasitized,116.5,16215.5,0,0,0
Parasitized,68.5,122.5,13592,0,0
Parasitized,165,9829,0,0,0
Parasitized,170.5,12662,0,0,0
Parasitized,154.5,14862.5,0,0,0
Parasitized,160.5,7248,0,0,0
Parasitized,165.5,60.5,262,13230.5,0
Parasitized,259,8607.5,0,0,0
Parasitized,78.5,148,11140.5,0,0
Parasitized,88.5,216,148.5,15993,0
Parasitized,2,2,203,11250.5,0
Parasitized,191,9061.5,0,0,0
Parasitized,254,159,14075,0,0
Parasitized,106.5,10599.5,0,0,0
Parasitized,194.5,47.5,17951,0,0
Parasitized,231,10019.5,0,0,0
Parasitized,144,117.5,11530,0,0
Parasitized,10,180,10430,0,0
Parasitized,218.5,13524.5,0,0,0
Parasitized,103.5,11604,0,0,0
Parasitized,44.5,2,91,151.5,23021
Parasitized,307.5,11835,0,0,0
Parasitized,130.5,10166,0,0,0
Parasitized,100,67,26,13344.5,0
Parasitized,182.5,14654,0,0,0
Parasitized,186,22.5,95.5,8112.5,0
Parasitized,239.5,246.5,13147,0,0
Parasitized,148.5,68,13748.5,0,0
Parasitized,4,83.5,11934,0,0
Parasitized,193,12377.5,0,0,0
Parasitized,268,13074,0,0,0
Parasitized,158,14636,0,0,0
Parasitized,51.5,221,54.5,23,304
Parasitized,1.5,0,1.5,0,63.5
Parasitized,203,15129,0,0,0
Parasitized,43.5,12547.5,0,0,0
Parasitized,173.5,10255,0,0,0
Parasitized,17404,0,0,0,0
Parasitized,2,67,6,0,0.5
Parasitized,4,223,12037.5,0,0
Parasitized,314,8981.5,0,0,0
Parasitized,138,14210,0,0,0
Parasitized,133.5,14209,0,0,0
Parasitized,148.5,13371,0,0,0
Parasitized,247,12256.5,0,0,0
Parasitized,290,220,15004.5,0,0
Parasitized,129,15427,0,0,0
Parasitized,122.5,13706.5,0,0,0
Parasitized,237,8739,0,0,0
Parasitized,36,180.5,10039.5,0,0
Parasitized,114,46.5,14208.5,0,0
Parasitized,36.5,14116.5,0,0,0
Parasitized,63,11292,0,0,0
Parasitized,141.5,35.5,13566.5,0,0
Parasitized,84,84.5,15,10449,0
Parasitized,163,12742.5,0,0,0
Parasitized,59,7,14145.5,0,0
Parasitized,10,12009.5,0,0,0
Parasitized,10618.5,0,0,0,0
Parasitized,101,10755,0,0,0
Parasitized,111,12639.5,0,0,0
Parasitized,116,105,11835,0,0
Parasitized,14179,0,0,0,0
Parasitized,12.5,9399,0,0,0
Parasitized,264.5,8982,0,0,0
Parasitized,43,57.5,15938,0,0
Parasitized,183,11267,0,0,0
Parasitized,8560.5,0,0,0,0
Parasitized,230.5,10771,0,0,0
Parasitized,240.5,16084,0,0,0
Parasitized,48.5,15.5,0,8719.5,3
Parasitized,200.5,16007.5,0,0,0
Parasitized,314.5,10593,0,0,0
Parasitized,115.5,13971,0,0,0
Parasitized,209,11494,0,0,0
Parasitized,168.5,12941,0,0,0
Parasitized,223,12413.5,0,0,0
Parasitized,20,50,15180,0,0
Parasitized,193,14146,0,0,0
Parasitized,70,14537,0,0,0
Parasitized,11.5,30,41,385,7768.5
Parasitized,11.5,327.5,24,2,4
Parasitized,221,11448,0,0,0
Parasitized,230.5,11024,0,0,0
Parasitized,74,129,13660,0,0
Parasitized,234.5,8221,0,0,0
Parasitized,66.5,17896.5,0,0,0
Parasitized,2,205.5,15111,0,0
Parasitized,8.5,16.5,237,13494.5,0
Parasitized,247,13089,0,0,0
Parasitized,13530.5,0,0,0,0
Parasitized,8.5,219.5,9076.5,0,0
Parasitized,22.5,131,13644,0,0
Parasitized,211.5,14893,0,0,0
Parasitized,109.5,8.5,8.5,13188,0
Parasitized,316.5,33,8,4,34
Parasitized,151,14930.5,0,0,0
Parasitized,55,14065,0,0,0
Parasitized,92,41,16452.5,0,0
Parasitized,249,13719.5,0,0,0
Parasitized,81.5,63,10629,0,0
Parasitized,15620,0,0,0,0
Parasitized,159.5,14396,0,0,0
Parasitized,49,110,13786,0,0
Parasitized,146.5,12079,0,0,0
Parasitized,28,12484,0,0,0
Parasitized,370,60,8054.5,0,0
Parasitized,10782.5,0,0,0,0
Parasitized,156.5,17197,0,0,0
Parasitized,219,46,14399.5,0,0
Parasitized,184.5,13222,0,0,0
Parasitized,141,8844,0,0,0
Parasitized,61,170.5,12063,0,0
Parasitized,172,12652,0,0,0
Parasitized,209,9737,0,0,0
Parasitized,63,214.5,11461,0,0
Parasitized,161.5,15287.5,0,0,0
Parasitized,176.5,13978.5,0,0,0
Parasitized,211,8386,0,0,0
Parasitized,16,186,12501,0,0
Parasitized,293,10748,0,0,0
Parasitized,94,8,111,11208,0
Parasitized,133.5,17440.5,0,0,0
Parasitized,220,58.5,14467.5,0,0
Parasitized,27.5,128.5,12624.5,0,0
Parasitized,145,10603,0,0,0
Parasitized,146.5,15735.5,0,0,0
Parasitized,2,117,9869,0,0
Parasitized,263.5,9907.5,0,0,0
Parasitized,107.5,12123,0,0,0
Parasitized,176.5,14249,0,0,0
Parasitized,161,562.5,126,8715,0
Parasitized,196,9447,0,0,0
Parasitized,40.5,20,14407,0,0
Parasitized,459,4,97,41.5,7514.5
Parasitized,158,17752.5,0,0,0
Parasitized,173.5,14236,0,0,0
Parasitized,80.5,17049,0,0,0
Parasitized,69.5,13698,0,0,0
Parasitized,125.5,16138.5,0,0,0
Parasitized,93.5,16468.5,0,0,0
Parasitized,110.5,11686.5,0,0,0
Parasitized,281.5,8317,0,0,0
Parasitized,160.5,12898.5,0,0,0
Parasitized,217,13334,0,0,0
Parasitized,353,5448,0,0,0
Parasitized,14,390.5,5166,0,0
Parasitized,48,13584,0,0,0
Parasitized,79,10788,0,0,0
Parasitized,150.5,16036,0,0,0
Parasitized,7,13231,0,0,0
Parasitized,53.5,15982.5,0,0,0
Parasitized,74,107,15870.5,0,0
Parasitized,46,11273.5,0,0,0
Parasitized,77.5,11917,0,0,0
Parasitized,275,16105,0,0,0
Parasitized,133,13223.5,0,0,0
Parasitized,11473.5,0,0,0,0
Parasitized,171,11374,0,0,0
Parasitized,160.5,12531.5,0,0,0
Parasitized,11239,0,0,0,0
Parasitized,155,130,289.5,11231,0
Parasitized,146,16323,0,0,0
Parasitized,137.5,32.5,10245,0,0
Parasitized,14.5,130,12363,0,0
Parasitized,32.5,150.5,7067.5,0,0
Parasitized,157,14221,0,0,0
Parasitized,147.5,11984.5,0,0,0
Parasitized,4,11441,0,0,0
Parasitized,117,13587.5,0,0,0
Parasitized,154,17768,0,0,0
Parasitized,139,13402,0,0,0
Parasitized,93,180.5,13016,0,0
Parasitized,184,12049.5,0,0,0
Parasitized,139.5,14497,0,0,0
Parasitized,179,11446,0,0,0
Parasitized,111.5,16034.5,0,0,0
Parasitized,110.5,15102,0,0,0
Parasitized,219,13557.5,0,0,0
Parasitized,127,11341.5,0,0,0
Parasitized,135,16673,0,0,0
Parasitized,35,11173.5,0,0,0
Parasitized,103.5,17070.5,0,0,0
Parasitized,36.5,136.5,10879,0,0
Parasitized,10204,0,0,0,0
Parasitized,18.5,145,10875.5,0,0
Parasitized,235.5,12853.5,0,0,0
Parasitized,125.5,14274.5,0,0,0
Parasitized,132,11574,0,0,0
Parasitized,32,8905,0,0,0
Parasitized,48,87,16009.5,0,0
Parasitized,13102.5,0,0,0,0
Parasitized,171,13627.5,0,0,0
Parasitized,78,14185.5,0,0,0
Parasitized,138,8511,0,0,0
Parasitized,25,10777.5,0,0,0
Parasitized,13535.5,0,0,0,0
Parasitized,256.5,16042,0,0,0
Parasitized,46.5,77.5,13351.5,0,0
Parasitized,141.5,15745.5,0,0,0
Parasitized,108,14265.5,0,0,0
Parasitized,14978.5,0,0,0,0
Parasitized,250.5,9415,0,0,0
Parasitized,11,121,99,15843.5,0
Parasitized,154,90,115,16059.5,0
Parasitized,184.5,13526,0,0,0
Parasitized,11728,0,0,0,0
Parasitized,136,18266,0,0,0
Parasitized,168.5,11667,0,0,0
Parasitized,262.5,10072.5,0,0,0
Parasitized,121,14306,0,0,0
Parasitized,164,7,11376.5,0,0
Parasitized,162,11229,0,0,0
Parasitized,30.5,87,11968.5,0,0
Parasitized,133.5,11781,0,0,0
Parasitized,156.5,12290.5,0,0,0
Parasitized,178.5,157.5,11958.5,0,0
Parasitized,13686.5,0,0,0,0
Parasitized,12208,0,0,0,0
Parasitized,202,13590,0,0,0
Parasitized,172,10729.5,0,0,0
Parasitized,138.5,13290,0,0,0
Parasitized,11653.5,0,0,0,0
Parasitized,49,12033.5,0,0,0
Parasitized,12057,0,0,0,0
Parasitized,156.5,15301.5,0,0,0
Parasitized,2,203,11722,0,0
Parasitized,175.5,16329,0,0,0
Parasitized,97,11003.5,0,0,0
Parasitized,230,44.5,12174.5,0,0
Parasitized,294.5,16081.5,0,0,0
Parasitized,62.5,10974.5,0,0,0
Parasitized,12785.5,0,0,0,0
Parasitized,59,14818.5,0,0,0
Parasitized,38,10032,0,0,0
Parasitized,130,13664.5,0,0,0
Parasitized,40,220,12904.5,0,0
Parasitized,15012,0,0,0,0
Parasitized,184,11808,0,0,0
Parasitized,2,2,16074,0,0
Parasitized,154,14683.5,0,0,0
Parasitized,59.5,172,15813,0,0
Parasitized,55.5,13215.5,0,0,0
Parasitized,197,12331.5,0,0,0
Parasitized,138,12364,0,0,0
Parasitized,161,15463.5,0,0,0
Parasitized,232,14804,0,0,0
Parasitized,207,274.5,13701,0,0
Parasitized,13801.5,0,0,0,0
Parasitized,103,15414,0,0,0
Parasitized,52.5,129.5,13257,0,0
Parasitized,28,16.5,16.5,19,17951
Parasitized,17588.5,0,0,0,0
Parasitized,23,57,74,18487,0
Parasitized,16226,0,0,0,0
Parasitized,99.5,14,15541.5,0,0
Parasitized,234.5,14345.5,0,0,0
Parasitized,233.5,10,14,10627,0
Parasitized,54.5,20094.5,0,0,0
Parasitized,9860.5,0,0,0,0
Parasitized,159,16300,0,0,0
Parasitized,146,21783,0,0,0
Parasitized,183.5,14869,0,0,0
Parasitized,294.5,10144.5,0,0,0
Parasitized,3.5,16992.5,0,0,0
Parasitized,9076.5,0,0,0,0
Parasitized,195,11080.5,0,0,0
Parasitized,4,197,17352.5,0,0
Parasitized,11079.5,0,0,0,0
Parasitized,178.5,16844.5,0,0,0
Parasitized,37.5,15257,0,0,0
Parasitized,12218,0,0,0,0
Parasitized,14218.5,0,0,0,0
Parasitized,81,18484,0,0,0
Parasitized,17255,0,0,0,0
Parasitized,2,11725,0,0,0
Parasitized,31,13562,0,0,0
Parasitized,281,20349,0,0,0
Parasitized,16.5,230.5,11009,0,0
Parasitized,13,184.5,48.5,0,70.5
Parasitized,559.5,53,103,26,10
Parasitized,77,147,37.5,1356,10
Parasitized,284,181,232.5,46,37
Parasitized,558.5,385,0,366,8.5
Parasitized,10411.5,0,0,0,0
Parasitized,292.5,12288.5,0,0,0
Parasitized,8.5,137.5,53.5,5929.5,0
Parasitized,278.5,8737,0,0,0
Parasitized,2,11.5,69.5,5830.5,0
Parasitized,242,103,11088,0,0
Parasitized,45,25,38.5,4,5332.5
Parasitized,41,125.5,56.5,10809,0
Parasitized,106.5,34,139,61,6417
Parasitized,78,11885.5,0,0,0
Parasitized,11.5,157,12782,0,0
Parasitized,145,8.5,12327,0,0
Parasitized,27.5,74,56,5.5,10078
Parasitized,8399.5,0,0,0,0
Parasitized,7,6,91.5,294,10151
Parasitized,271.5,9013,0,0,0
Parasitized,11172.5,0,0,0,0
Parasitized,25.5,59.5,8697,0,0
Parasitized,19.5,12.5,85,44.5,8.5
Parasitized,186,14906.5,0,0,0
Parasitized,54.5,91,95.5,75,137.5
Parasitized,2,33.5,18.5,73,4
Parasitized,4,65.5,21.5,211.5,14113
Parasitized,24.5,18.5,114.5,138.5,83.5
Parasitized,341,11109.5,0,0,0
Parasitized,11,222,239.5,108,13627.5
Parasitized,8.5,182.5,211,50,179.5
Parasitized,358,32.5,8.5,54.5,43.5
Parasitized,114.5,9156,0,0,0
Parasitized,17.5,8,53.5,867.5,9643
Parasitized,43.5,46.5,56.5,1569.5,494
Parasitized,28,17.5,37.5,363.5,0
Parasitized,34.5,57,53,45.5,161
Parasitized,16832,0,0,0,0
Parasitized,42.5,48.5,9974.5,0,0
Parasitized,9591.5,0,0,0,0
Parasitized,287.5,215.5,71,27,30.5
Parasitized,10,4,576,918,4
Parasitized,57.5,39,815.5,9082.5,0
Parasitized,6531,0,0,0,0
Parasitized,25,11,62.5,60.5,39
Parasitized,34.5,12.5,73.5,197.5,4334.5
Parasitized,33.5,44,123.5,32,104.5
Parasitized,132,9595.5,0,0,0
Parasitized,27.5,9.5,51,1816,393.5
Parasitized,78.5,158,106,92,24
Parasitized,65.5,1310.5,12929,0,0
Parasitized,856,12814.5,0,0,0
Parasitized,28.5,970.5,57.5,14206.5,0
Parasitized,209,13278,0,0,0
Parasitized,829.5,14966,0,0,0
Parasitized,97,12293.5,0,0,0
Parasitized,33.5,15489,0,0,0
Parasitized,3,942.5,12426.5,0,0
Parasitized,69,12566,0,0,0
Parasitized,131.5,14055,0,0,0
Parasitized,350.5,9571,0,0,0
Parasitized,24.5,158,0,67,6321
Parasitized,156,314,16020,0,0
Parasitized,194,14390.5,0,0,0
Parasitized,22.5,14222.5,0,0,0
Parasitized,15427.5,0,0,0,0
Parasitized,166,17911.5,0,0,0
Parasitized,302,19921.5,0,0,0
Parasitized,129,16,16563.5,0,0
Parasitized,218,50,12831.5,90.5,0
Parasitized,199,95.5,15489,0,0
Parasitized,343,145.5,8.5,14372.5,0
Parasitized,138.5,14866.5,0,0,0
Parasitized,90.5,91.5,15756.5,0,0
Parasitized,145,30,15906.5,0,0
Parasitized,307.5,15530.5,0,0,0
Parasitized,66,153.5,13155,0,0
Parasitized,206.5,25,18403,0,0
Parasitized,310,11922,0,0,0
Parasitized,122,16902.5,0,0,0
Parasitized,13570.5,0,0,0,0
Parasitized,31.5,11649,0,0,0
Parasitized,11578.5,0,0,0,0
Parasitized,256.5,15689,0,0,0
Parasitized,111,11890.5,0,0,0
Parasitized,39,0,271,12914.5,0
Parasitized,109,14498.5,0,0,0
Parasitized,279.5,245.5,13987.5,0,0
Parasitized,169.5,16044,0,0,0
Parasitized,175,12693.5,0,0,0
Parasitized,198.5,13888,0,0,0
Parasitized,171,14719,0,0,0
Parasitized,209.5,12897,0,0,0
Parasitized,341,15692.5,0,0,0
Parasitized,161.5,342,15,16898.5,0
Parasitized,6810,0,0,0,0
Parasitized,177,29.5,13921,0,0
Parasitized,31.5,239,24,11324,0
Parasitized,166,6,75.5,15000.5,0
Parasitized,145.5,106,14467.5,0,0
Parasitized,7,12.5,125,113.5,14274
Parasitized,28,90.5,16153,0,0
Parasitized,598,13196,0,0,0
Parasitized,133.5,168.5,35,14780,0
Parasitized,13627.5,0,0,0,0
Parasitized,11584.5,0,0,0,0
Parasitized,153,11266.5,0,0,0
Parasitized,163,12429,0,0,0
Parasitized,75.5,280,80,12093.5,0
Parasitized,1859,0,0,0,0
Parasitized,8887.5,0,0,0,0
Parasitized,304,12684,0,0,0
Parasitized,46.5,212.5,13787,0,0
Parasitized,120,13388,0,0,0
Parasitized,14018,0,0,0,0
Parasitized,280,13472.5,0,0,0
Parasitized,214,3,14427,0,0
Parasitized,140.5,23.5,19.5,13.5,13519
Parasitized,127,10265,0,0,0
Parasitized,189.5,15002,0,0,0
Parasitized,184.5,14942,0,0,0
Parasitized,11518,0,0,0,0
Parasitized,90.5,47,56.5,13455.5,0
Parasitized,37.5,99,56.5,13425,0
Parasitized,128,16939,0,0,0
Parasitized,25.5,68.5,14619,0,0
Parasitized,154.5,12134.5,0,0,0
Parasitized,36.5,174,16,12930,0
Parasitized,174,15883,0,0,0
Parasitized,148,137,15579.5,0,0
Parasitized,57.5,12629,0,0,0
Parasitized,50.5,8297,0,0,0
Parasitized,156.5,11393,0,0,0
Parasitized,188.5,139,13728.5,0,0
Parasitized,12285.5,0,0,0,0
Parasitized,12002,0,0,0,0
Parasitized,80,16241.5,0,0,0
Parasitized,29.5,5.5,150,12630,0
Parasitized,216,27.5,13395,0,0
Parasitized,7,12.5,6811,0,0
Parasitized,54.5,43.5,15203,0,0
Parasitized,148.5,16602,0,0,0
Parasitized,39.5,14,276,19119,0
Parasitized,37.5,11417,0,0,0
Parasitized,202.5,124,16,14258.5,0
Parasitized,88,115.5,11486,0,0
Parasitized,436,8492.5,0,0,0
Parasitized,11.5,117.5,11976.5,0,0
Parasitized,47.5,0,11236,0,0
Parasitized,115,129,13815,0,0
Parasitized,12.5,158,44.5,12935.5,0
Parasitized,14232.5,0,0,0,0
Parasitized,191.5,140,13886.5,0,0
Parasitized,41.5,152,16099.5,0,0
Parasitized,13291.5,0,0,0,0
Parasitized,11.5,15,211.5,15985,0
Parasitized,62,13253,0,0,0
Parasitized,94.5,11926.5,0,0,0
Parasitized,93.5,11190.5,0,0,0
Parasitized,135,17,10480,0,0
Parasitized,31.5,17.5,161,12908,0
Parasitized,140.5,12942,0,0,0
Parasitized,66,177.5,12631.5,0,0
Parasitized,20,196.5,128,14703,0
Parasitized,80,12573,0,0,0
Parasitized,168.5,10,12545,0,0
Parasitized,27.5,191.5,153.5,14503.5,0
Parasitized,137,26.5,66,23,156.5
Parasitized,153,16.5,14488.5,0,0
Parasitized,188,11780.5,0,0,0
Parasitized,204.5,13288.5,0,0,0
Parasitized,25,16.5,163.5,17675.5,0
Parasitized,94.5,46,16485,0,0
Parasitized,15473.5,0,0,0,0
Parasitized,16263.5,0,0,0,0
Parasitized,16224.5,0,0,0,0
Parasitized,2,93.5,72,90,158.5
Parasitized,11.5,231,73,106.5,14449
Parasitized,224,14404.5,0,0,0
Parasitized,271,9465,0,0,0
Parasitized,89.5,11953,0,0,0
Parasitized,80.5,32,254,13505,0
Parasitized,192.5,18.5,11267,0,0
Parasitized,66,35,198.5,14106,0
Parasitized,182,7,2,11477.5,0
Parasitized,180,18.5,14.5,18159.5,0
Parasitized,13231.5,0,0,0,0
Parasitized,11647.5,0,0,0,0
Parasitized,7,77.5,96.5,12954.5,0
Parasitized,139.5,12,15305,0,0
Parasitized,7197,0,0,0,0
Parasitized,11380,0,0,0,0
Parasitized,393.5,11898,0,0,0
Parasitized,66,17,113,294,15206.5
Parasitized,69,15.5,160,11789,0
Parasitized,13639,0,0,0,0
Parasitized,247,12845,0,0,0
Parasitized,11491.5,0,0,0,0
Parasitized,213.5,10902.5,0,0,0
Parasitized,71.5,13,12183,0,0
Parasitized,245.5,10812.5,0,0,0
Parasitized,122,15867,0,0,0
Parasitized,181.5,13657,0,0,0
Parasitized,41.5,10,16006.5,0,0
Parasitized,62.5,136,176.5,13925,0
Parasitized,134.5,13955,0,0,0
Parasitized,58.5,121.5,12898.5,0,0
Parasitized,174,14078.5,0,0,0
Parasitized,180,13043.5,0,0,0
Parasitized,80.5,75,12916,0,0
Parasitized,160.5,12425.5,0,0,0
Parasitized,105,14014.5,0,0,0
Parasitized,166.5,22.5,79.5,10678.5,0
Parasitized,116,12950,0,0,0
Parasitized,163,13429,0,0,0
Parasitized,187.5,12096,0,0,0
Parasitized,94.5,99,15490,0,0
Parasitized,151.5,13894,0,0,0
Parasitized,155,14685,0,0,0
Parasitized,176.5,202,12753,0,0
Parasitized,156,14360,0,0,0
Parasitized,79.5,30,13747,0,0
Parasitized,96,12766.5,0,0,0
Parasitized,134.5,16352.5,0,0,0
Parasitized,161,67.5,167,11847.5,0
Parasitized,53,8.5,12801,0,0
Parasitized,208,14417.5,0,0,0
Parasitized,72.5,56.5,14957.5,0,0
Parasitized,141.5,56.5,10740.5,0,0
Parasitized,92,84,11933.5,0,0
Parasitized,119,93.5,136.5,62.5,12229.5
Parasitized,260,10422.5,0,0,0
Parasitized,42,109.5,15135,0,0
Parasitized,122.5,15366,0,0,0
Parasitized,128.5,15210,0,0,0
Parasitized,113,12796.5,0,0,0
Parasitized,129,11402,0,0,0
Parasitized,196.5,11604.5,0,0,0
Parasitized,103.5,13524,0,0,0
Parasitized,48,113,13853.5,0,0
Parasitized,109.5,42.5,10069.5,0,0
Parasitized,26.5,109,13385.5,0,0
Parasitized,150,13822.5,0,0,0
Parasitized,6,135,14212.5,0,0
Parasitized,43.5,18.5,75,12954.5,0
Parasitized,115,78.5,12845.5,0,0
Parasitized,146,11316,0,0,0
Parasitized,153,11944.5,0,0,0
Parasitized,220,10199.5,0,0,0
Parasitized,62,61.5,13693,0,0
Parasitized,25,170.5,11958.5,0,0
Parasitized,178,10946,0,0,0
Parasitized,41,134,13823,0,0
Parasitized,210,10776.5,0,0,0
Parasitized,155,11425,0,0,0
Parasitized,12678.5,0,0,0,0
Parasitized,137,12214,0,0,0
Parasitized,13.5,147.5,13046.5,0,0
Parasitized,189.5,13947,0,0,0
Parasitized,147,11838,0,0,0
Parasitized,169,14051.5,0,0,0
Parasitized,148,14307.5,0,0,0
Parasitized,199,10976.5,0,0,0
Parasitized,183,11899,0,0,0
Parasitized,131,9981.5,0,0,0
Parasitized,31,24,13648.5,0,0
Parasitized,117.5,38,204,9411,0
Parasitized,2,140.5,17650.5,0,0
Parasitized,75,38,10973,0,0
Parasitized,149.5,15491,0,0,0
Parasitized,95,12467.5,0,0,0
Parasitized,184.5,11888,0,0,0
Parasitized,172.5,15192,0,0,0
Parasitized,130.5,12372,0,0,0
Parasitized,192.5,28.5,10843.5,0,0
Parasitized,89.5,10224.5,0,0,0
Parasitized,153.5,13191,0,0,0
Parasitized,171.5,15054,0,0,0
Parasitized,70.5,63.5,14404,0,0
Parasitized,12.5,78.5,12206,0,0
Parasitized,112,30,6,11031.5,0
Parasitized,141.5,12116,0,0,0
Parasitized,41.5,9769,0,0,0
Parasitized,149.5,11904,0,0,0
Parasitized,197,13970,0,0,0
Parasitized,91.5,27,10753,0,0
Parasitized,38,12903.5,0,0,0
Parasitized,159,12916,0,0,0
Parasitized,213.5,59.5,183.5,10927.5,0
Parasitized,130.5,11341,0,0,0
Parasitized,149,12997.5,0,0,0
Parasitized,313.5,13123.5,0,0,0
Parasitized,132,14020.5,0,0,0
Parasitized,71,53,8780,0,0
Parasitized,165,104,67,12246,0
Parasitized,163,8964,0,0,0
Parasitized,27.5,148.5,11051,0,0
Parasitized,105.5,57.5,12423.5,0,0
Parasitized,172,96.5,95.5,9521.5,0
Parasitized,168,10575.5,0,0,0
Parasitized,23.5,68,399.5,48.5,10210
Parasitized,313.5,7965,0,0,0
Parasitized,67.5,11560,0,0,0
Parasitized,69.5,163.5,53.5,128.5,12340.5
Parasitized,95,11803,0,0,0
Parasitized,23.5,122.5,10747.5,0,0
Parasitized,4,17371,0,0,0
Parasitized,80.5,22,16762,0,0
Parasitized,83,41,8719,0,0
Parasitized,104,40.5,8184.5,0,0
Parasitized,186,12893,0,0,0
Parasitized,190.5,9855.5,0,0,0
Parasitized,138.5,12393.5,0,0,0
Parasitized,52.5,117,13075.5,0,0
Parasitized,31.5,10912,0,0,0
Parasitized,135,12839,0,0,0
Parasitized,119,12268,0,0,0
Parasitized,145,13258.5,0,0,0
Parasitized,38,198,227.5,33,65
Parasitized,138,13751,0,0,0
Parasitized,189,18.5,137.5,10643,0
Parasitized,142.5,12278,0,0,0
Parasitized,155.5,11119.5,0,0,0
Parasitized,208,14301.5,0,0,0
Parasitized,154.5,13552,0,0,0
Parasitized,111,67,14382,0,0
Parasitized,202,9268.5,0,0,0
Parasitized,189,12457.5,0,0,0
Parasitized,169,152.5,10992.5,0,0
Parasitized,128.5,11920.5,0,0,0
Parasitized,146,14252.5,0,0,0
